설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,
중산보건진료소,보건진료소,경상남도,산청군,관공서,SKT,Public WiFi Free,,경상남도 산청군 시천면 지리산대로 530,경상남도 산청군 시천면 중산리 519-9,경상남도 산청군청,055-970-6046,35.293869,127.753826,2016-05-17,
산청군 보건의료원,보건의료원,경상남도,산청군,관공서,KT,Public WiFi Free,,경상남도 산청군 산청읍 중앙로 97,경상남도 산청군 산청읍 지리 797,경상남도 산청군청,055-970-6046,35.416225,127.884003,2016-05-17,
단성시장,전통시장,경상남도,산청군,기타,SKT,Public WiFi Free,,경상남도 산청군 단성면 목화로968번길 17,경상남도 산청군 단성면 성내리 178,경상남도 산청군청,055-970-6046,35.299078,127.958033,2016-05-17,
덕산시장,전통시장,경상남도,산청군,기타,SKT,Public WiFi Free,,경상남도 산청군 시천면 남명로 188-5,경상남도 산청군 시천면 사리 931-3,경상남도 산청군청,055-970-6046,35.277865,127.837507,2016-05-17,
산청시장,전통시장,경상남도,산청군,기타,SKT,Public WiFi Free,,경상남도 산청군 산청읍 꽃봉산로 91번길 27,경상남도 산청군 산청읍 산청리 251-2,경상남도 산청군청,055-970-6046,35.416051,127.876634,2016-05-17,
청천1동주민센터,민원실,인천광역시,부평구,관공서,SKT,,,인천광역시 부평구 산청로87번길 1,,인천광역시 부평구청,032-509-6173,37.516729,126.701776,2015-09-25,
생초시장,전통시장,경상남도,산청군,기타,SKT,Public WiFi Free,,경상남도 산청군 생초면 생초로 35-30,경상남도 산청군 생초면 어서리 259,경상남도 산청군청,055-970-6046,35.493833,127.835281,2016-05-17,
산청약초시장,전통시장,경상남도,산청군,기타,SKT,Public WiFi Free,,경상남도 산청군 금서면 친환경로2605번길 11,경상남도 산청군 금서면 매촌리 87-31,경상남도 산청군청,055-970-6046,35.418688,127.870125,2016-05-17,
양평군청 본관 및 별관,"본관1층~6층, 별관1층 ~4층",경기도,양평군,관공서,미래창조과학부,Public Wifi Free,2014-12,경기도 양평군 양평읍 군청앞길2,경기도 양평군 양평읍 양근리 448-8,경기도 양평군청,031-770-2302,37.491679,127.487438,2016-10-26,
라임마당,"양평역 옆, 택시승강장 옆",경기도,양평군,교통시설,미래창조과학부,Public Wifi Free,2014-12,경기도 양평군 양평읍 군청앞길2,경기도 양평군 양평읍 양근리 400-1,경기도 양평군청,031-770-2302,37.491679,127.487438,2016-10-26,
양평시장,양평시장 화장실 옥상,경기도,양평군,편의시설,미래창조과학부,Public Wifi Free,2014-12,경기도 양평군 양평읍 군청앞길2,경기도 양평군 양평읍 양근리 116-9,경기도 양평군청,031-770-2302,37.491679,127.487438,2016-10-26,
양평아케이드,시장 입구 부근,경기도,양평군,지역문화시설,미래창조과학부,Public Wifi Free,2014-12,경기도 양평군 양평읍 군청앞길2,경기도 양평군 양평읍 양근리 301-2,경기도 양평군청,031-770-2302,37.491679,127.487438,2016-10-26,
용문시장,용문역 앞 GS25시 편의점,경기도,양평군,지역문화시설,미래창조과학부,Public Wifi Free,2014-12,경기도 양평군 양평읍 군청앞길2,경기도 양평군 용문면 다문리 305-11,경기도 양평군청,031-770-2302,37.491679,127.487438,2016-10-26,
보건소,1층 로비,경기도,양평군,관공서,KT,yp bgs,2010-04,경기도 양평군 양평읍 마유산로 17,경기도 양평군 양평읍 양근리 533-1,경기도 양평군청,031-770-2302,37.4969800,127.486682,2016-10-26,
농업기술센터,2층 로비,경기도,양평군,관공서,KT,yp nugsst,2010-04,경기도 양평군 양평읍 농업기술센터길 59,경기도 양평군 양평읍 도곡리,경기도 양평군청,031-770-2302,37.4969800,127.486682,2016-10-26,
환경사업소,2층 복도,경기도,양평군,관공서,KT,yp hgsus,2010-05,경기도 양평군 옥천면 경강로 1496,경기도 양평군 옥천면 아신리,경기도 양평군청,031-770-2302,37.4969800,127.486682,2016-10-26,
수도사업소,3층 복도,경기도,양평군,관공서,KT,yp sbsus,2013-08,경기도 양평군 양평읍 충신로189번길 81,경기도 양평군 양평읍 회현리,경기도 양평군청,031-770-2302,37.4969800,127.486682,2016-10-26,
익산시청소년수련관,세미나실,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-07,전라북도 익산시 동서로 476-21,전라북도 익산시 어양동 54-6,전라북도 익산시청,063-859-5815,35.9505790,126.9867530,2016-09-10,
익산시노인종합복지관,중앙복도,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-07,전라북도 익산시 동서로 103,전라북도 익산시 모현동2가 62-2,전라북도 익산시청,063-859-5815,35.9569590,126.9457100,2016-09-10,
익산장,완도상회앞,전라북도,익산시,편의시설,SKT,Public Wifi Free,2015-07,전라북도 익산시 인북로11길 27,전라북도 익산시 남중동35-9,전라북도 익산시청,063-859-5815,35.9514620,126.9567340,2016-09-10,
중앙시장,회의실,전라북도,익산시,편의시설,SKT,Public Wifi Free,2015-08,전라북도 익산시 동서로14길 43,전라북도 익산시 남중동 35-6,전라북도 익산시청,063-859-5815,35.9512080,126.9562710,2016-09-10,
남부시장,시장중심,전라북도,익산시,편의시설,SKT,Public Wifi Free,2015-08,전라북도 익산시 평동로11길 12,전라북도 익산시 인화동2가 7,전라북도 익산시청,063-859-5815,35.9321310,126.9534170,2016-09-10,
시온육아원,식당,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-08,전라북도 익산시 왕궁면 학호2길 29,전라북도 익산시 왕궁면 온수리 39-1,전라북도 익산시청,063-859-5815,35.9256060,127.0808500,2016-09-10,
한마음주간보호실,식당,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-09,전라북도 익산시 익산대로30길 11-1,전라북도 익산시 남중동 206-23,전라북도 익산시청,063-859-5815,35.9477190,126.9513290,2016-09-10,
금마시장,중앙통로,전라북도,익산시,편의시설,SKT,Public Wifi Free,2015-09,전라북도 익산시 금마면 금마4길 7,전라북도 익산시 금마면 동고도리 696-1,전라북도 익산시청,063-859-5815,35.9919450,127.0534980,2016-09-10,
이리보육원,강당,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-09,전라북도 익산시 익산대로33길 28,전라북도 익산시 신용동 321-3,전라북도 익산시청,063-859-5815,35.9764060,126.9521860,2016-09-10,
가나안사랑의집,중앙복도,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-09,전라북도 익산시 서동로46길 22,전라북도 익산시 용제동 37-4,전라북도 익산시청,063-859-5815,35.9434930,127.0038650,2016-09-10,
청혜원,로비,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-10,전라북도 익산시 덕기길 77,전라북도 익산시 덕기동 751-5,전라북도 익산시청,063-859-5815,35.9664710,127.0301440,2016-09-10,
익산시보건소,민원실,전라북도,익산시,기타,SKT,Public Wifi Free,2015-10,전라북도 익산시 무왕로 975,전라북도 익산시 신동 142-8,전라북도 익산시청,063-859-5815,35.9609870,126.9664590,2016-09-10,
익산시청소년문화의집,상담실,전라북도,익산시,서민·복지시설,SKT,Public Wifi Free,2015-11,전라북도 익산시 배산로 189-10,전라북도 익산시 모현동2가 303-1,전라북도 익산시청,063-859-5815,35.9547110,126.9411590,2016-09-10,
연동보건진료소,진료실,전라북도,익산시,기타,SKT,Public Wifi Free,2015-11,전라북도 익산시 삼기면 연동길 22,전라북도 익산시 연동리 559-6,전라북도 익산시청,063-859-5815,36.0342110,127.0096840,2016-09-10,
원오산보건진료소,진료실,전라북도,익산시,기타,SKT,Public Wifi Free,2015-11,전라북도 익산시 춘포면 춘포원오산1길 43-2,전라북도 익산시 춘포면 오산리 211-4,전라북도 익산시청,063-859-5815,35.9350080,127.0293690,2016-09-10,
석우보건진료소,진료실,전라북도,익산시,기타,SKT,Public Wifi Free,2015-11,전라북도 익산시 용안면 법성1길 22-14,전라북도 익산시 용안면 법성리 147-3,전라북도 익산시청,063-859-5815,36.1376200,126.9577720,2016-09-10,
고속버스터미널,경상북도 포항시 남구 중앙로 166(해도동),경상북도,포항시,교통시설,LGT,PUBLIC,2015-11,경상북도 포항시 남구 중앙로 166(해도동),경상북도 포항시 남구 해도동 33-7,경상북도 포항시청,053-712-8424,36.0207094,129.3647849,2016-05-30,
구룡포읍사무소,경상북도 포항시 남구 구룡포읍 호미로 133,경상북도,포항시,관공서,SKT,PUBLIC,2014-12,경상북도 포항시 남구 구룡포읍 호미로 133,경상북도 포항시 남구 구룡포읍 후동리 143,경상북도 포항시청,070-7800-2114,35.9849795,129.5461508,2016-05-30,
구룡포청소년수련원 갈매기관,경상북도 포항시 남구 구룡포읍 명월길 51,경상북도,포항시,편의시설,SKT,PUBLIC,2014-12,경상북도 포항시 남구 구룡포읍 명월길 51,경상북도 포항시 남구 구룡포읍 석병리 산11,경상북도 포항시청,070-7800-2114,36.0292944,129.5734945,2016-05-30,
구룡포청소년수련원 해맞이관,경상북도 포항시 남구 구룡포읍 명월길 52,경상북도,포항시,편의시설,SKT,PUBLIC,2014-12,경상북도 포항시 남구 구룡포읍 명월길 51,경상북도 포항시 남구 구룡포읍 석병리 산11,경상북도 포항시청,070-7800-2114,36.0292944,129.5734945,2016-05-30,
남구보건소,경상북도 포항시 남구 인덕동 161-1,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 동해안로 6119 (인덕동),경상북도 포항시 남구 인덕동 161-1,경상북도 포항시청,054-281-1580,35.9923622,129.3966014,2016-05-30,
남구청,경상북도 포항시 남구 희망대로 790,경상북도,포항시,관공서,LGT,PUBLIC,2014-12,경상북도 포항시 남구 희망대로 790 (대도동),경상북도 포항시 남구 대도동 381-4,경상북도 포항시청,053-712-8424,36.0081919,129.3593984,2016-05-30,
교통과,입구 쪽,경기도,양평군,관공서,KT,yp slgysus,2010-04,경기도 양평군 양평읍 중앙로 133,경기도 양평군 양평읍 공흥리 316-10,경기도 양평군청,031-770-2302,37.493417,127.503788,2016-10-26,
평생학습과,군민회관 로비,경기도,양평군,관공서,KT,yp gmhg,2010-04,경기도 양평군 양평읍 양근리 535-8,경기도 양평군 양평읍 양근리 510-1,경기도 양평군청,031-770-2302,37.493417,127.484387,2016-10-26,
양평읍사무소,민원실,경기도,양평군,관공서,KT,yp ypu,2006-06,경기도 양평군 양평읍 양근강변길 7,경기도 양평군 양평읍 양근리 234,경기도 양평군청,031-770-2302,37.486398,127.493505,2016-10-26,
강상면사무소,민원실,경기도,양평군,관공서,KT,yp gsm,2012-03,경기도 양평군 강상면 신화길 10,경기도 양평군 강상면 교평리 592-1,경기도 양평군청,031-770-2302,37.477168,127.485655,2016-10-26,
강하면사무소,민원실,경기도,양평군,관공서,KT,yp ghm,2011-07,경기도 양평군 강하면 운심길 40-8,경기도 양평군 강하면 운심리 35-6,경기도 양평군청,031-770-2302,37.494646,127.410359,2016-10-26,
양서면사무소,민원실,경기도,양평군,관공서,KT,yp ysm,2012-03,경기도 양평군 양서면 목왕로 31,경기도 양평군 양서면 용담리 520,경기도 양평군청,031-770-2302,37.543557,127.330232,2016-10-26,
옥천면사무소,민원실,경기도,양평군,관공서,KT,yp ocm,2010-04,경기도 양평군 옥천면 옥천길 23-5,경기도 양평군 옥천면 옥천리 740,경기도 양평군청,031-770-2302,37.518069,127.455757,2016-10-26,
서종면사무소,민원실,경기도,양평군,관공서,KT,yp sjm,2010-04,경기도 양평군 서종면 북한강로 777,경기도 양평군 서종면 문호리 766-1,경기도 양평군청,031-770-2302,37.606626,127.348751,2016-10-26,
단월면사무소,민원실,경기도,양평군,관공서,KT,yp dwm,2010-04,경기도 양평군 단월면 보룡길 53,경기도 양평군 단월면 보룡리 343-3,경기도 양평군청,031-770-2302,37.538432,127.672893,2016-10-26,
청운면사무소,민원실,경기도,양평군,관공서,KT,yp cum,2010-04,경기도 양평군 청운면 용두로 170,경기도 양평군 청운면 용두리 625-1,경기도 양평군청,031-770-2302,37.556037,127.710956,2016-10-26,
양동면사무소,민원실,경기도,양평군,관공서,KT,yp ydm,2011-08,경기도 양평군 양동면 학둔지아래길 93,경기도 양평군 양동면 쌍학리 181-3,경기도 양평군청,031-770-2302,37.419076,127.754806,2016-10-26,
지평면사무소,민원실,경기도,양평군,관공서,KT,yp jpm,2010-04,경기도 양평군 지평면 지평의병로116번길 1,경기도 양평군 지평면 지평리 581-2,경기도 양평군청,031-770-2302,37.474511,127.639148,2016-10-26,
용문면사무소,민원실,경기도,양평군,관공서,KT,yp ymm,2012-03,경기도 양평군 용문면 용문로 389,경기도 양평군 용문면 다문리 344-2,경기도 양평군청,031-770-2302,37.486738,127.595737,2016-10-26,
개군면사무소,민원실,경기도,양평군,관공서,KT,yp ggm,2012-03,경기도 양평군 개군면 하자포길33번길 8,경기도 양평군 개군면 하자포리 262-2,경기도 양평군청,031-770-2302,37.425865,127.536795,2016-10-26,
개군면사무소,복지회관,경기도,양평군,관공서,KT,yp ggbg,2012-03,경기도 양평군 개군면 추읍로 37,경기도 양평군 개군면 부리 444-1,경기도 양평군청,031-770-2302,37.427894,127.542089,2016-10-26,
군농협 정류장(상행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 양근리 428-1,경기도 양평군 양평읍 양근리 428-1,경기도 양평군청,031-770-2302,37.490197,127.4895500,2016-10-26,
군농협 정류장(하행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 양근리 445-12,경기도 양평군 양평읍 양근리 445-12,경기도 양평군청,031-770-2302,37.491081,127.488855,2016-10-26,
양평시장(하행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 양근리 204-1,경기도 양평군 양평읍 양근리 204-1,경기도 양평군청,031-770-2302,37.489713,127.493531,2016-10-26,
양평시장(상행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 양근리 199-3,경기도 양평군 양평읍 양근리 199-3,경기도 양평군청,031-770-2302,37.489492,127.493408,2016-10-26,
강상면사무소 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 강상면 교평리 231-1,경기도 양평군 강상면 교평리 231-1,경기도 양평군청,031-770-2302,37.478715,127.487448,2016-10-26,
운심1리 버스정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 강하면 운심길 58,경기도 양평군 강하면 운심리 28-1,경기도 양평군청,031-770-2302,37.496164,127.412288,2016-10-26,
양수역 정류장(상행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양서면 목왕로 55-1,경기도 양평군 양서면 용담리 245-4,경기도 양평군청,031-770-2302,37.545019,127.328294,2016-10-26,
양수역정류장(하행),버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양서면 용담리 476-1,경기도 양평군 양서면 용담리 476-1,경기도 양평군청,031-770-2302,37.544255,127.327881,2016-10-26,
옥천1리 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 옥천면 옥천리 539-1,경기도 양평군 옥천면 옥천리 539-1,경기도 양평군청,031-770-2302,37.521097,127.459645,2016-10-26,
KT양평 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 시민로 52,경기도 양평군 양평읍 양근리 192-17,경기도 양평군청,031-770-2302,37.4903000,127.497456,2016-10-26,
포톨이정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 단월면 보룡리 92-4,경기도 양평군 단월면 보룡리 92-4,경기도 양평군청,031-770-2302,37.532831,127.674513,2016-10-26,
용두리터미널,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 청운면 용두로 140,경기도 양평군 청운면 용두리 659-3,경기도 양평군청,031-770-2302,37.554089,127.7087200,2016-10-26,
양동역 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양동면 쌍학리 178-1,경기도 양평군 양동면 쌍학리 178-1,경기도 양평군청,031-770-2302,37.419823,127.753456,2016-10-26,
지평초교 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 지평면 지평의병로 101,경기도 양평군 지평면 지평리 500-1,경기도 양평군청,031-770-2302,37.475143,127.637141,2016-10-26,
개군터미널,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 개군면 하자포리 224-17,경기도 양평군 개군면 하자포리 224-17,경기도 양평군청,031-770-2302,37.425033,127.538539,2016-10-26,
양평고교입구 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 양평읍 양근로 214-1,경기도 양평군 양평읍 양근리 283,경기도 양평군청,031-770-2302,37.425033,127.538539,2016-10-26,
문호리터미널,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 서종면 중미산로 31,경기도 양평군 서종면 문호리 1100,경기도 양평군청,031-770-2302,37.4969800,127.486682,2016-10-26,
용문중고 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 용문면 마룡리 676-4,경기도 양평군 용문면 마룡리 676-4,경기도 양평군청,031-770-2302,37.490139,127.599586,2016-10-26,
양수리지석묘 정류장,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 용문면 마룡리 676-4,경기도 양평군 용문면 마룡리 676-4,경기도 양평군청,031-770-2302,37.544783,127.319296,2016-10-26,
용문터미널,버스쉘터,경기도,양평군,교통시설,KT,iptime,2010-04,경기도 양평군 용문면 다문리 616-2,경기도 양평군 용문면 다문리 616-2,경기도 양평군청,031-770-2302,37.487736,127.593728,2016-10-26,
광주광역시 북구청,1층,광주광역시,북구,관공서,KT,Public wifi free,2013-01,광주광역시 북구 우치로 77(용봉동),광주광역시 북구 용봉동 239-2,광주광역시 북구청,062-410-8861,35.174289,126.912109,2016-08-31,
대송면사무소,경상북도 포항시 남구 대송면 홍계길 19,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 남구 대송면?홍계길 19,경상북도 포항시 남구 대송면 송동리 790-1,경상북도 포항시청,053-712-8424,35.9684068,129.3512236,2016-05-30,
대보면사무소,경상북도 포항시 남구 호미곶면 구만리 47,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 호미곶면 해맞이로 242,경상북도 포항시 남구 호미곶면 구만리 47-6,경상북도 포항시청,054-281-1580,36.0802974,129.5557217,2016-05-30,
대이동사무소,경상북도 포항시 남구 대이로 17,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 대이로 17 (대잠동),경상북도 포항시 남구 대잠동 972-3,경상북도 포항시청,054-281-1580,36.0172244,129.3429888,2016-05-30,
대잠도서관,경상북도 포항시 남구 시청로 1,경상북도,포항시,편의시설,SKT,PUBLIC,2014-12,경상북도 포항시 남구 시청로 1 (대잠동),경상북도 포항시 남구 대잠동 1001,경상북도 포항시청,070-7800-2114,36.0192079,129.3435895,2016-05-30,
문화예술회관,경상북도 포항시 남구 희망대로 850 ?(대도동),경상북도,포항시,서민·복지시설,LGT,PUBLIC,2015-11,경상북도 포항시 남구 희망대로 850 (대도동),경상북도 포항시 남구 대도동 303-1,경상북도 포항시청,053-712-8424,35.9684883,129.3249590,2016-05-30,
상대동사무소,경상북도 포항시 남구 상대로 98(상도동),경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 대해로91번길 22 (대도동),경상북도 포항시 남구 대도동 54-2,경상북도 포항시청,054-281-1580,36.0236107,129.3642057,2016-05-30,
새천년기념관,경상북도 포항시 남구 해맞이로 136,경상북도,포항시,편의시설,LGT,PUBLIC,2015-11,경상북도 포항시 남구 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 286-6,경상북도 포항시청,053-712-8424,36.0764215,129.5585233,2016-05-30,
송도동사무소,경상북도 포항시 남구 송림로 25,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 송림로 25 (송도동),경상북도 포항시 남구 송도동 450-5,경상북도 포항시청,054-281-1580,36.0318880,129.3755041,2016-05-30,
연일읍사무소,경상북도 포항시 남구 연일읍 철강로 10,경상북도,포항시,관공서,SKT,PUBLIC,2014-12,경상북도 포항시 남구 연일읍 철강로 10,경상북도 포항시 남구 연일읍 괴정리 289-1,경상북도 포항시청,070-7800-2114,35.9918607,129.3441433,2016-05-30,
영암도서관,경상북도 포항시 남구 상공로 46번길 13,경상북도,포항시,편의시설,KT,PUBLIC,2014-12,경상북도 포항시 남구 상공로46번길 11 (대도동),경상북도 포항시 남구 대도동 632-11,경상북도 포항시청,054-281-1580,36.0126491,129.3585703,2016-05-30,
오천도서관,경상북도 포항시 남구 오천읍 오어로 359번길 11,경상북도,포항시,편의시설,LGT,PUBLIC,2015-11,경상북도 포항시 남구 오천읍 오어로 359번길 11,경상북도 포항시 남구 오천읍 문덕리 623-7,경상북도 포항시청,053-712-8424,35.9423380,129.3884628,2016-05-30,
오천우체국,경상북도 포항시 남구 오천읍 문덕3리,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 오천읍 세계길 10,경상북도 포항시 남구 오천읍 문덕리 27-1,경상북도 포항시청,054-281-1580,35.9630168,129.4154769,2016-05-30,
오천읍사무소,경상북도 포항시 남구 오천읍 159,경상북도,포항시,편의시설,SKT,PUBLIC,2014-12,경상북도 포항시 남구 오천읍 세계길 5,경상북도 포항시 남구 오천읍 문덕리 27-2,경상북도 포항시청,070-7800-2114,35.9629952,129.4147547,2016-05-30,
장기면사무소,경상북도 포항시 남구 장기면?읍내길 99,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 남구 장기면?읍내길 99,경상북도 포항시 남구 장기면 읍내리 108,경상북도 포항시청,053-712-8424,35.8958455,129.4836099,2016-05-30,
장애인종합복지관,경상북도 포항시 남구 형산강북로 389 ?(해도동)?,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 남구 형산강북로 389 ?(해도동)?,경상북도 포항시 남구 해도동 183-5,경상북도 포항시청,053-712-8424,36.0146640,129.3657198,2016-05-30,
해도동사무소,경상북도 포항시 남구 상공로 235,경상북도,포항시,관공서,LGT,PUBLIC,2014-12,경상북도 포항시 남구 해동로72번길 13-3 (해도동),경상북도 포항시 남구 해도동 20-6,경상북도 포항시청,053-712-8424,36.0263533,129.3435895,2016-05-30,
장애인평생교육원(무지개지역아동센터),경상북도 포항시 남구 중앙로 110(해도동),경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 남구 중앙로 110(해도동),경상북도 포항시 남구 해도동 431-26,경상북도 포항시청,053-712-8424,36.0146812,129.3657198,2016-05-30,
지체장애인협회(휴게실),경상북도 포항시 남구 형산강북로 371(대도동),경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 남구 형산강북로 371(대도동),경상북도 포항시 남구 대도동 306-10,경상북도 포항시청,053-712-8424,36.0087387,129.3575730,2016-05-30,
제철동사무소,경상북도 포항시 남구 인덕로 79(제철동),경상북도,포항시,편의시설,LGT,PUBLIC,2014-12,경상북도 포항시 남구 인덕로 79 (인덕동),경상북도 포항시 남구 인덕동 161-381,경상북도 포항시청,053-712-8424,35.9922860,129.3971333,2016-05-30,
청림동사무소,경상북도 포항시 남구 신항로 10,경상북도,포항시,편의시설,LGT,PUBLIC,2014-12,경상북도 포항시 남구 신항로 10 (청림동),경상북도 포항시 남구 청림동 914-2,경상북도 포항시청,053-712-8424,35.9973570,129.4054505,2016-05-30,
포항시외버스터미널,경상북도 포항시 남구 중흥로 85(상도동),경상북도,포항시,교통시설,KT,PUBLIC,2014-12,경상북도 포항시 남구 중흥로 85 (상도동),경상북도 포항시 남구 상도동 579-13,경상북도 포항시청,054-281-1580,36.0138790,129.3492843,2016-05-30,
포항시청복지관,경상북도 포항시 남구 시청로 1,경상북도,포항시,관공서,SKT,PUBLIC,2014-12,경상북도 포항시 남구 시청로 1 (대잠동),경상북도 포항시 남구 대잠동 1001,경상북도 포항시청,070-7800-2114,36.0192079,129.3435895,2016-05-30,
포항우체국,경상북도 포항시 남구 중흥로 66,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 남구 중흥로 66 (상도동),경상북도 포항시 남구 상도동 664-2,경상북도 포항시청,054-281-1580,36.0110659,129.3493780,2016-05-30,
포항청룡회관1층,경상북도 포항시 남구 동해면 호미로 3048번길 25,경상북도,포항시,관광,LGT,PUBLIC,2014-12,경상북도 포항시 남구 동해면 호미로3048번길 25,경상북도 포항시 남구 동해면 임곡리 172,경상북도 포항시청,053-712-8424,36.0012758,129.4576917,2016-05-30,
포항청룡회관2층,경상북도 포항시 남구 동해면 호미로 3048번길 26,경상북도,포항시,관광,LGT,PUBLIC,2014-12,경상북도 포항시 남구 동해면 호미로3048번길 25,경상북도 포항시 남구 동해면 임곡리 172,경상북도 포항시청,053-712-8424,36.0012758,129.4576917,2016-05-30,
포항청룡회관3층,경상북도 포항시 남구 동해면 호미로 3048번길 27,경상북도,포항시,관광,LGT,PUBLIC,2014-12,경상북도 포항시 남구 동해면 호미로3048번길 25,경상북도 포항시 남구 동해면 임곡리 172,경상북도 포항시청,053-712-8424,36.0012758,129.4576917,2016-05-30,
효곡동사무소,경상북도 포항시 남구 효자동길 2번길7(효자동),경상북도,포항시,관공서,LGT,PUBLIC,2014-12,경상북도 포항시 남구 효자동길2번길 7 (효자동),경상북도 포항시 남구 효자동 274-13,경상북도 포항시청,053-712-8424,36.0080152,129.3308624,2016-05-30,
효자역,경상북도 포항시 남구 세천년대로 289,경상북도,포항시,교통시설,SKT,PUBLIC,2014-12,경상북도 포항시 남구 새천년대로 289 (효자동),경상북도 포항시 남구 효자동 282-7,경상북도 포항시청,070-7800-2114,36.0075633,129.3328404,2016-05-30,
기계면사무소,경상북도 포항시 북구 기계면?근면길 14,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 북구 기계면?근면길 14 ?,경상북도 포항시 북구 기계면 현내리 284,경상북도 포항시청,053-712-8424,36.0725599,129.2015607,2016-05-30,
기북면사무소,경상북도 포항시 북구 기북면?기북로 443,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 북구 기북면?기북로 443,경상북도 포항시 북구 기북면 용기리 177-6,경상북도 포항시청,053-712-8424,36.1286873,129.1576539,2016-05-30,
농산물도매시장 한우촌프라자,경상북도 포항시 북구 흥해읍 학천리 4,경상북도,포항시,관공서,LGT,PUBLIC,2015-11,경상북도 포항시 북구 흥해읍 동해대로 1182,경상북도 포항시 북구 흥해읍 학천리 4,경상북도 포항시청,053-712-8424,36.0810271,129.3273455,2016-05-30,
두호동사무소,경상북도 포항시 북구 삼호로 260,경상북도,포항시,관공서,KT,PUBLIC,2014-12,경상북도 포항시 북구 삼호로 260 (두호동),경상북도 포항시 북구 두호동 1007,경상북도 포항시청,054-281-1580,36.0609296,129.3800676,2016-05-30,
소양면사무소,민원실,전라북도,완주군,관공서,KT,,2016-10,전라북도 완주군 소양면 소양로 231,,전라북도 완주군청,063-290-3571,35.8562098,127.2333844,2016-09-20,
북구보건소,경상북도 포항시 북구 장성동 1363,경상북도,포항시,관공서,SKT,PUBLIC,2014-12,경상북도 포항시 북구 삼흥로 98 (장성동),경상북도 포항시 북구 장성동 1363,경상북도 포항시청,070-7800-2114,36.0706381,129.3800429,2016-05-30,
북부해수욕장,경상북도 포항시 북구 삼호로 260,경상북도,포항시,관광,LGT,PUBLIC,2014-12,경상북도 포항시 북구 두호동 해안로,경상북도 포항시 북구 두호동 685-1,경상북도 포항시청,053-712-8424,36.0572782,129.3780733,2016-05-30,
